Energy_spread,CFs_CMD
0.0,0.585429
0.0005,0.573075
0.001,0.541676
0.0015,0.503148
0.002,0.466244
0.0025,0.433915
0.003,0.406283
0.0035,0.382675
0.004,0.362367
0.0045000000000000005,0.344743
0.005,0.329304
0.0055,0.315664
0.006,0.311549
