#C >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
#C [SECTION REPORT PULSE HEIGHT SPECTRUM]
#C 
#C For plotting purposes, two energies per bin are given,
#C namely, the low end and the middle point of each bin
#C 
#S 1 Data sets for histograms
#N 8
#L  Elow [eV]  Emiddle [eV]  Source [1/eV]  2sigmaSource  Si [1/eV]  2sigmaSi  Up [1/eV]  2sigmaUp  
  9.30469E+04  9.37972E+04  1.23939E-06  1.8E-07  2.59872E-07  8.3E-08  4.13130E-07  1.0E-07
  9.45476E+04  9.52980E+04  8.32922E-07  1.5E-07  1.59921E-07  6.5E-08  5.13080E-07  1.2E-07
  9.60484E+04  9.67987E+04  1.30602E-06  1.9E-07  2.59872E-07  8.3E-08  4.13130E-07  1.0E-07
  9.75491E+04  9.82995E+04  1.37266E-06  1.9E-07  2.99852E-07  8.9E-08  3.86476E-07  1.0E-07
  9.90498E+04  9.98002E+04  1.03282E-06  1.7E-07  1.59921E-07  6.5E-08  2.46545E-07  8.1E-08
  1.00551E+05  1.01301E+05  9.86180E-07  1.6E-07  1.79911E-07  6.9E-08  2.99852E-07  8.9E-08
  1.02051E+05  1.02802E+05  6.26358E-07  1.3E-07  7.99606E-08  4.6E-08  2.39882E-07  8.0E-08
  1.03552E+05  1.04302E+05  8.39586E-07  1.5E-07  1.93238E-07  7.2E-08  2.79862E-07  8.6E-08
  1.05053E+05  1.05803E+05  1.73248E-06  2.1E-07  2.13228E-07  7.5E-08  2.73199E-07  8.5E-08
  1.06554E+05  1.07304E+05  3.86476E-07  1.0E-07  1.06614E-07  5.3E-08  2.46545E-07  8.1E-08
  1.08054E+05  1.08805E+05  5.26407E-07  1.2E-07  7.32972E-08  4.4E-08  2.66535E-07  8.4E-08
  1.09555E+05  1.10305E+05  7.66289E-07  1.4E-07  9.99507E-08  5.2E-08  2.39882E-07  8.0E-08
  1.11056E+05  1.11806E+05  5.79714E-07  1.2E-07  4.66437E-08  3.5E-08  1.46594E-07  6.3E-08
  1.12556E+05  1.13307E+05  9.79517E-07  1.6E-07  1.39931E-07  6.1E-08  2.06565E-07  7.4E-08
  1.14057E+05  1.14808E+05  6.46348E-07  1.3E-07  5.99704E-08  4.0E-08  1.73248E-07  6.8E-08
  1.15558E+05  1.16308E+05  3.53159E-07  9.7E-08  1.33268E-08  1.9E-08  1.53258E-07  6.4E-08
  1.17059E+05  1.17809E+05  5.39734E-07  1.2E-07  6.66338E-08  4.2E-08  8.66239E-08  4.8E-08
  1.18559E+05  1.19310E+05  6.79665E-07  1.3E-07  1.13277E-07  5.5E-08  8.66239E-08  4.8E-08
  1.20060E+05  1.20811E+05  4.99753E-07  1.2E-07  4.66437E-08  3.5E-08  1.13277E-07  5.5E-08
  1.21561E+05  1.22311E+05  3.53159E-07  9.7E-08  1.99901E-08  2.3E-08  1.26604E-07  5.8E-08
