3.000000000000000000e+03	2.783989375051509589e+07
3.150000000000000000e+03	1.326679390546982586e+08
3.300000000000000000e+03	5.028148236927090287e+08
3.450000000000000000e+03	1.758139015671727180e+09
3.600000000000000000e+03	6.578010711424647331e+09
3.750000000000000000e+03	2.077392230608213043e+10
3.900000000000000000e+03	7.929588214066001892e+10
4.050000000000000000e+03	1.397213588231994385e+12
4.200000000000000000e+03	4.030757076110828906e+13
4.350000000000000000e+03	1.435793041731847900e+12
4.500000000000000000e+03	4.255451550618767700e+11
4.650000000000000000e+03	2.368081773245324097e+11
4.800000000000000000e+03	1.999493657553554077e+11
4.950000000000000000e+03	1.775424998252215881e+11
5.100000000000000000e+03	1.900916325589246826e+11
5.250000000000000000e+03	2.008989741743140564e+11
5.400000000000000000e+03	2.456069616010276184e+11
5.550000000000000000e+03	2.904573670068878784e+11
5.700000000000000000e+03	3.715481047377639771e+11
5.850000000000000000e+03	4.986775112019320679e+11
6.000000000000000000e+03	6.867747921827993164e+11
6.150000000000000000e+03	1.000492354364660278e+12
6.300000000000000000e+03	1.664855896775135742e+12
6.450000000000000000e+03	3.545771530465846191e+12
6.600000000000000000e+03	2.098397516171555469e+13
6.750000000000000000e+03	1.455770899183629375e+14
6.900000000000000000e+03	4.369827986503254375e+14
7.050000000000000000e+03	1.106460150291107375e+15
7.200000000000000000e+03	4.202611192291628906e+13
7.350000000000000000e+03	8.989286696976996094e+12
7.500000000000000000e+03	4.297714263834135742e+12
7.650000000000000000e+03	2.919825663544011719e+12
7.800000000000000000e+03	2.250949146940790527e+12
7.950000000000000000e+03	2.913796526690798340e+12
8.100000000000000000e+03	2.341587085397775781e+13
8.250000000000000000e+03	1.511212511193377500e+14
8.400000000000000000e+03	1.978816812167380938e+14
8.550000000000000000e+03	1.400217869826625000e+13
8.700000000000000000e+03	1.833558956535798340e+12
8.850000000000000000e+03	1.062722710900626831e+12
9.000000000000000000e+03	7.861327520358217773e+11
9.150000000000000000e+03	6.262866564514240723e+11
9.300000000000000000e+03	5.392440538223123779e+11
9.450000000000000000e+03	4.873185655778115234e+11
9.600000000000000000e+03	4.387462735605924683e+11
9.750000000000000000e+03	4.126140352818740845e+11
9.900000000000000000e+03	3.975086771664801025e+11
1.005000000000000000e+04	3.790899835045794067e+11
1.020000000000000000e+04	3.738688191053817139e+11
1.035000000000000000e+04	3.753630445077109985e+11
1.050000000000000000e+04	3.744542990089887695e+11
1.065000000000000000e+04	3.845445383805448608e+11
1.080000000000000000e+04	4.014108476789228516e+11
1.095000000000000000e+04	4.198250616805373535e+11
1.110000000000000000e+04	4.513348868226324463e+11
1.125000000000000000e+04	4.953196989649179688e+11
1.140000000000000000e+04	5.515684366491489258e+11
