8.795899235169464259e-01,2.500429816086939354e+02
9.071326382937396904e-01,2.495775564062690250e+02
9.346753530705329549e-01,2.490904427002500938e+02
9.622180678473262194e-01,2.485814895347662059e+02
9.897607826241194839e-01,2.480558732646450721e+02
1.017303497400912748e+00,2.475163442478141462e+02
1.044846212177706013e+00,2.469670318722702973e+02
1.072388926954499277e+00,2.464053775701926554e+02
1.099931641731292542e+00,2.458358527114388608e+02
1.127474356508085807e+00,2.452505053478576258e+02
1.155017071284879071e+00,2.446513696523460055e+02
1.182559786061672336e+00,2.440339150510380932e+02
1.184025769267534001e+00,1.066647379664780999e+02
1.185491752473395444e+00,8.214319405200983226e+01
1.186957735679257109e+00,6.991883749322495589e+01
1.188423718885118552e+00,6.139070555371356619e+01
1.189889702090980217e+00,5.474302544986078090e+01
1.191355685296841882e+00,4.929547795515448882e+01
1.192821668502703325e+00,4.470010362004885707e+01
1.194287651708564990e+00,4.075084472310202699e+01
1.195753634914426433e+00,3.731431142545355328e+01
1.197219618120288098e+00,3.429836389904403404e+01
1.198685601326149763e+00,3.163384821167698391e+01
1.200151584532011206e+00,2.926711688642123477e+01
1.201617567737872871e+00,2.715536734411447739e+01
1.203083550943734314e+00,2.526363998409388856e+01
1.204549534149595980e+00,2.356279833556801151e+01
1.206015517355457645e+00,2.202794296395110152e+01
1.207481500561319088e+00,2.063863562040485178e+01
1.208947483767180753e+00,1.937692836028540455e+01
1.210413466973042196e+00,1.822780250563733517e+01
1.211879450178903861e+00,1.717828722103962846e+01
1.213345433384765526e+00,1.621706455315729656e+01
1.214811416590626969e+00,1.533425900312105661e+01
1.216277399796488634e+00,1.452144778723530294e+01
1.217743383002350299e+00,1.377150515202057335e+01
1.219209366208211742e+00,1.307780549259287461e+01
1.220675349414073407e+00,1.243473573962745249e+01
1.222141332619934850e+00,1.183735443832728862e+01
1.223607315825796515e+00,1.128116723278930777e+01
1.225073299031658181e+00,1.076248560594832782e+01
1.226539282237519624e+00,1.027781934186419122e+01
1.228005265443381289e+00,9.824045186100343940e+00
1.229471248649242732e+00,9.398643887971509514e+00
1.230937231855104397e+00,8.999111368089144136e+00
1.232403215060966062e+00,8.623273891856888085e+00
1.233869198266827505e+00,8.269325881070029638e+00
1.235335181472689170e+00,7.935447562812972144e+00
1.236801164678550613e+00,7.620068341646693000e+00
1.238267147884412278e+00,7.321842702319977469e+00
1.239733131090273943e+00,7.039436890170994054e+00
1.241199114296135386e+00,6.771705871915647990e+00
1.288267147884412323e+00,6.026187943109270861e+00
1.335335181472689037e+00,5.364748912964570238e+00
1.382403215060965973e+00,4.773049639746358430e+00
1.429471248649242909e+00,4.242574582472769862e+00
1.476539282237519624e+00,3.769535895328918862e+00
1.523607315825796560e+00,3.350554625829483157e+00
1.570675349414073274e+00,2.982173384611445321e+00
1.617743383002350210e+00,2.660447545020259152e+00
1.664811416590627147e+00,2.380292645506264737e+00
1.711879450178903861e+00,2.136918348129069667e+00
1.758947483767180575e+00,1.925037405512284749e+00
1.806015517355457511e+00,1.739484753409305862e+00
1.853083550943734448e+00,1.575131892148505131e+00
1.900151584532011384e+00,1.427567560351583831e+00
1.947219618120288098e+00,1.292924712582196767e+00
1.994287651708564812e+00,1.168985050072706366e+00
2.041355685296841749e+00,1.053861107503591965e+00
2.088423718885118685e+00,9.468117843108772025e-01
2.135491752473395621e+00,8.474766710259238334e-01
2.182559786061672114e+00,7.561675472196205394e-01
