8.795899235169464259e-01,1.011350323169359058e+02
9.071326382937396904e-01,1.006683685029395861e+02
9.346753530705329549e-01,1.001820860122362404e+02
9.622180678473262194e-01,9.967567215238655365e+01
9.897607826241194839e-01,9.914927778804810998e+01
1.017303497400912748e+00,9.859922556598363030e+01
1.044846212177706013e+00,9.803138286282830904e+01
1.072388926954499277e+00,9.744136111080464957e+01
1.099931641731292542e+00,9.682963891369723797e+01
1.127474356508085807e+00,9.619727730356702011e+01
1.155017071284879071e+00,9.554032678840601989e+01
1.182559786061672336e+00,9.486108384039705754e+01
1.184025769267534001e+00,2.164517522252653947e+01
1.185491752473395444e+00,1.271732294333060054e+01
1.186957735679257109e+00,9.441971808025964918e+00
1.188423718885118552e+00,7.600735294075239068e+00
1.189889702090980217e+00,6.369506044429538605e+00
1.191355685296841882e+00,5.463510010266343642e+00
1.192821668502703325e+00,4.753719483715889815e+00
1.194287651708564990e+00,4.174671234640862316e+00
1.195753634914426433e+00,3.690161281158574447e+00
1.197219618120288098e+00,3.278165995418660827e+00
1.198685601326149763e+00,2.924094272931448302e+00
1.200151584532011206e+00,2.617600741798186359e+00
1.201617567737872871e+00,2.350833766210701281e+00
1.203083550943734314e+00,2.117566493832975905e+00
1.204549534149595980e+00,1.912849649331898494e+00
1.206015517355457645e+00,1.732558313055618138e+00
1.207481500561319088e+00,1.573279890302492046e+00
1.208947483767180753e+00,1.432162977255271752e+00
1.210413466973042196e+00,1.306791377397582554e+00
1.211879450178903861e+00,1.195093004072197873e+00
1.213345433384765526e+00,1.095274302178531833e+00
1.214811416590626969e+00,1.005963853237422434e+00
1.216277399796488634e+00,9.258012383092394382e-01
1.217743383002350299e+00,8.536975612288223436e-01
1.219209366208211742e+00,7.886914650018340689e-01
1.220675349414073407e+00,7.299492189896830130e-01
1.222141332619934850e+00,6.767703296918905487e-01
1.223607315825796515e+00,6.285117333520872096e-01
1.225073299031658181e+00,5.846401521270179202e-01
1.226539282237519624e+00,5.446718985593469453e-01
1.228005265443381289e+00,5.081991145419494371e-01
1.229471248649242732e+00,4.748445218338456231e-01
1.230937231855104397e+00,4.443018162790536851e-01
1.232403215060966062e+00,4.162778977297349470e-01
1.233869198266827505e+00,3.905223825137410509e-01
1.235335181472689170e+00,3.668099813910589146e-01
1.236801164678550613e+00,3.449443688996297608e-01
1.238267147884412278e+00,3.247540439022552072e-01
1.239733131090273943e+00,3.060799091995468624e-01
1.241199114296135386e+00,2.887825129094529486e-01
1.288267147884412323e+00,2.411431667432611115e-01
1.335335181472689037e+00,2.019899815931315012e-01
1.382403215060965973e+00,1.695461596636131663e-01
1.429471248649242909e+00,1.426824233095572159e-01
1.476539282237519624e+00,1.203230893939846169e-01
1.523607315825796560e+00,1.016515478343971990e-01
1.570675349414073274e+00,8.603223151769053001e-02
1.617743383002350210e+00,7.291802046574458185e-02
1.664811416590627147e+00,6.191851737761847746e-02
1.711879450178903861e+00,5.264881698614808786e-02
1.758947483767180575e+00,4.481518752742320172e-02
1.806015517355457511e+00,3.816710355105681907e-02
1.853083550943734448e+00,3.249930918598895740e-02
1.900151584532011384e+00,2.766811589507052124e-02
1.947219618120288098e+00,2.353068809585689980e-02
1.994287651708564812e+00,1.997207302929673856e-02
2.041355685296841749e+00,1.692328310644056547e-02
2.088423718885118685e+00,1.430278219270624505e-02
2.135491752473395621e+00,1.205074011691789973e-02
2.182559786061672114e+00,1.012204236393622267e-02
