-2.617993877991494495e-02 2.388144880565659916e-03 -4.291456735118255735e-05 1.633694588389289631e-05 -5.212401113255363674e-07 4.675652601192206779e-04 9.141040199022285213e-04 3.203248856404112086e-06 4.580080101997591482e-06
-2.094395102393195596e-02 1.533160581600149543e-03 -3.441105016972596472e-05 1.048699762979826450e-05 -4.170993384534967053e-07 4.432711715188670533e-04 9.203980629182508021e-04 3.022457579160334688e-06 4.611923958054889143e-06
-1.570796326794896697e-02 8.593251763096822161e-04 2.255715791512929419e-05 5.882125232959166583e-06 -6.946791665195502266e-08 4.507662154062916674e-04 9.023946958163914234e-04 3.081650256588200899e-06 4.522533764479826781e-06
-1.047197551196597798e-02 3.976261595915642384e-04 3.347431222179179456e-05 2.720383243969800337e-06 4.608780506699238790e-08 4.524777866833126338e-04 9.116781768167021979e-04 3.095760934137349385e-06 4.569247659101891712e-06
-5.235987755982988989e-03 1.124091786317961368e-04 3.340814376911269287e-05 7.692910184123891230e-07 1.064388396337556125e-07 4.623470947147326898e-04 9.231389605270396304e-04 3.168077464646309210e-06 4.626106867720266083e-06
0.000000000000000000e+00 1.412546796537994706e-05 1.557094040997446970e-05 9.278954131057978571e-08 7.791652349687390659e-08 4.650017278780136016e-04 9.216395765670196355e-04 3.186800584803011086e-06 4.618615300183168484e-06
5.235987755982988989e-03 1.124099910486166671e-04 8.192681705869329768e-06 7.693692494457787647e-07 1.021454522845024629e-07 4.622636743443852116e-04 9.230033392668326574e-04 3.167591150471370281e-06 4.625421223961818000e-06
1.047197551196597798e-02 3.977078060020712027e-04 -1.158150781899735099e-05 2.720821929000424036e-06 6.449591654535850726e-08 4.523847282330636520e-04 9.128955009680025890e-04 3.095184426224695468e-06 4.575355155208904917e-06
1.570796326794896697e-02 8.602357027115738186e-04 -4.202597494302602837e-05 5.888117433281096809e-06 -2.693007168269543614e-08 4.512839555153617889e-04 9.030922354858479228e-04 3.085256113441545003e-06 4.526001197543832796e-06
2.094395102393195596e-02 1.533773602966611530e-03 -1.108696110874488841e-04 1.049091085442965110e-05 -3.120435305849315460e-07 4.435642413144374237e-04 9.213015229034786759e-04 3.024613639229806228e-06 4.616558822688586861e-06
2.617993877991494495e-02 2.390483366827911901e-03 -1.412283082964441161e-04 1.635311690214356179e-05 -4.039989026812577521e-07 4.687567031601397294e-04 9.080768124745140562e-04 3.211745157074921657e-06 4.550256563052740886e-06
