-5.235987755982988989e-02 1.635353721572113238e-03 2.400000000008731149e+00
-5.026548245743669291e-02 2.308608402198260127e-03 2.400000000008731149e+00
-4.817108735504349593e-02 3.320994204771669095e-03 2.400000000008731149e+00
-4.607669225265030588e-02 4.882978219029144272e-03 2.400000000008731149e+00
-4.398229715025710890e-02 7.369237297899999643e-03 3.000000000010913936e+00
-4.188790204786391191e-02 1.148962705063051939e-02 2.800000000010186341e+00
-3.979350694547071493e-02 1.910750530946181067e-02 2.800000000010186341e+00
-3.769911184307751795e-02 4.125956016996010917e-02 1.020000000003710738e+01
-3.560471674068432790e-02 1.108423487964698695e-01 9.800000000035652192e+00
-3.351032163829112398e-02 3.977469484206004879e-01 0.000000000000000000e+00
-3.141592653589793394e-02 3.097546095070430106e+00 6.000000000021827873e-01
-2.932153143350473695e-02 1.151294848829241602e+01 4.000000000014551915e-01
-2.722713633111153997e-02 5.198616702035224790e+01 2.000000000007275958e-01
-2.513274122871834645e-02 1.290460991535573214e+02 8.000000000029103830e-01
-2.303834612632514947e-02 2.767251591269992446e+02 4.000000000014551915e-01
-2.094395102393195596e-02 5.123369327732328884e+02 1.000000000003637979e+00
-1.884955592153875897e-02 7.890188240458790006e+02 8.000000000029103830e-01
-1.675516081914556199e-02 1.117382934743182659e+03 1.200000000004365575e+00
-1.466076571675236501e-02 1.410734387059494793e+03 1.200000000004365575e+00
-1.256637061435917496e-02 1.604968782415097394e+03 1.000000000003637979e+00
-1.047197551196597798e-02 1.728905537790395783e+03 8.000000000029103830e-01
-8.377580409572780995e-03 1.810769915774383207e+03 1.200000000004365575e+00
-6.283185307179584012e-03 1.814179645465629392e+03 1.200000000004365575e+00
-4.188790204786387028e-03 1.798747173244635633e+03 1.200000000004365575e+00
-2.094395102393190045e-03 1.795082983643864736e+03 1.000000000003637979e+00
0.000000000000000000e+00 1.793966789072641177e+03 1.200000000004365575e+00
2.094395102393196983e-03 1.794984171790655864e+03 1.000000000003637979e+00
4.188790204786393967e-03 1.798827382775827573e+03 1.200000000004365575e+00
6.283185307179590950e-03 1.814878358107594295e+03 1.200000000004365575e+00
8.377580409572787934e-03 1.812313799644340861e+03 1.200000000004365575e+00
1.047197551196597798e-02 1.729722923801972001e+03 8.000000000029103830e-01
1.256637061435918190e-02 1.604725477601485409e+03 1.000000000003637979e+00
1.466076571675237195e-02 1.408306414006166960e+03 1.200000000004365575e+00
1.675516081914556199e-02 1.116784623872873226e+03 1.200000000004365575e+00
1.884955592153876591e-02 7.906240684851667311e+02 8.000000000029103830e-01
2.094395102393195596e-02 5.120481762826582326e+02 1.000000000003637979e+00
2.303834612632515988e-02 2.756631410373584572e+02 4.000000000014551915e-01
2.513274122871834992e-02 1.285100313793389262e+02 8.000000000029103830e-01
2.722713633111153997e-02 5.113499943715942209e+01 2.000000000007275958e-01
2.932153143350474389e-02 1.166797765379243401e+01 4.000000000014551915e-01
3.141592653589793394e-02 3.073827831397188959e+00 6.000000000021827873e-01
3.351032163829113786e-02 3.626525223598039416e-01 0.000000000000000000e+00
3.560471674068432790e-02 1.107396765039607572e-01 9.800000000035652192e+00
3.769911184307751795e-02 4.129602684106090105e-02 1.020000000003710738e+01
3.979350694547072187e-02 1.908094588293715588e-02 2.800000000010186341e+00
4.188790204786391191e-02 1.148491623274266668e-02 2.800000000010186341e+00
4.398229715025711584e-02 7.366730616564402118e-03 3.000000000010913936e+00
4.607669225265030588e-02 4.881613161880866275e-03 2.400000000008731149e+00
4.817108735504350980e-02 3.320224193710818745e-03 2.400000000008731149e+00
5.026548245743669985e-02 2.308160443623125720e-03 2.400000000008731149e+00
5.235987755982988989e-02 1.635085979587347100e-03 2.400000000008731149e+00
