-5.000000000000000240e-05 -3.006933140269545373e-03 1.840875802014821155e-04 -2.056960514306360803e-05 9.212657317776337008e-07 5.750866802343253996e-04 9.924049782124909434e-04 3.947065348928093953e-06 4.984035918148105520e-06
-4.000000000000000327e-05 -2.443752943076350943e-03 -1.715714492690848534e-05 -1.673833760299410172e-05 -8.836916373689168915e-08 5.175927525341198583e-04 9.750286835410742906e-04 3.533565774190129329e-06 4.887985774389006551e-06
-3.000000000000000076e-05 -1.815429447818052086e-03 4.343535780894890084e-06 -1.241917429915153724e-05 2.272308405435735143e-08 4.573064172513010444e-04 9.316539724357723743e-04 3.128008977976097274e-06 4.668493276685621530e-06
-1.999999999999999825e-05 -1.212806737005926640e-03 1.353349786987238792e-05 -8.297251432652566206e-06 6.943968273381178991e-08 4.584565672942056327e-04 8.940322105904445048e-04 3.126722967116600489e-06 4.481792041715744797e-06
-9.999999999999999124e-06 -6.076118334983893199e-04 2.175714212865540102e-05 -4.164463211799246059e-06 1.092626308290343689e-07 4.570336861115621772e-04 9.104445158991614434e-04 3.121812757959042383e-06 4.562736243955718951e-06
0.000000000000000000e+00 1.412546796537994706e-05 1.557094040997446970e-05 9.278954131057978571e-08 7.791652349687390659e-08 4.650017278780136016e-04 9.216395765670196355e-04 3.186800584803011086e-06 4.618615300183168484e-06
1.000000000000000590e-05 5.936698753978936162e-04 5.620189334094326914e-06 4.067393784971674391e-06 2.878699618002900499e-08 4.495099053273306352e-04 9.046871827409117515e-04 3.072199395039575520e-06 4.534265672781134558e-06
2.000000000000000502e-05 1.197830891038444623e-03 -2.794755847090809746e-05 8.201706156457750645e-06 -1.398569371181184428e-07 4.572593590977260089e-04 9.030327201799317593e-04 3.122106380527274192e-06 4.525338206791479020e-06
3.000000000000000415e-05 1.793262666539365479e-03 -1.207417641970133564e-04 1.226896352020925990e-05 -6.063401443139174592e-07 4.426395342781552886e-04 9.113132790376485314e-04 3.025903471146484291e-06 4.567426564766645180e-06
4.000000000000000327e-05 2.380226352671984541e-03 -9.648944541821694889e-05 1.629921837613575853e-05 -4.846753788129782378e-07 4.671721975110508279e-04 9.109557552298404390e-04 3.201555133459905601e-06 4.564370457767484442e-06
5.000000000000000240e-05 2.990306527306618375e-03 -6.344118696429637995e-06 2.040335401512953243e-05 -3.239457063691614298e-08 7.244070915616328873e-04 1.138046542560800520e-03 4.887784811863381622e-06 5.695839488166364732e-06
