-5.000000000000000240e-05 -9.999999931958408289e-07 -6.798209651194675561e-12 3.114140172830685829e-17 4.101658975773671502e-10 1.810706627392194655e-13 1.533400862863940959e-22 1.092615271493541730e-15 9.271146866557088577e-25
-4.000000000000000327e-05 -7.999999947143379783e-07 -5.438567724234298757e-12 2.688517314922374390e-17 4.101741017144743584e-10 1.839367872453754001e-13 1.526545231337682953e-22 1.109913207768964234e-15 9.228411087453494866e-25
-3.000000000000000076e-05 -6.000000038161271340e-07 -4.078925795103266739e-12 -2.506300330861698921e-17 4.101823058515946464e-10 1.829043661678890808e-13 1.554021558069035450e-22 1.103677593405452830e-15 9.381593022787394122e-25
-1.999999999999999825e-05 -3.999999994193575201e-07 -2.719283864334240201e-12 2.999198909360588327e-18 4.101905099887249123e-10 1.803695958814415164e-13 1.531842677834501121e-22 1.088384268659874582e-15 9.253179474503431182e-25
-9.999999999999999124e-06 -1.999999960585983510e-07 -1.359641932477633120e-12 2.384589079864458835e-17 4.101987141258617439e-10 1.853063986734926860e-13 1.546040149861353673e-22 1.118176718234948334e-15 9.338857877126401185e-25
0.000000000000000000e+00 -1.496340008512782635e-14 -8.624838980536915750e-23 -9.015913466483117245e-17 4.102069182630016775e-10 1.602340411738707122e-13 1.346771435906050751e-22 9.668884524096607355e-16 8.174218191245615036e-25
1.000000000000000590e-05 1.999999974421131679e-07 1.359641932318791824e-12 -1.521576364674290455e-17 4.102151224001418179e-10 1.785528990575140395e-13 1.523091093824799456e-22 1.077421846798495900e-15 9.191051738543753790e-25
2.000000000000000502e-05 4.000000028806666560e-07 2.719283864179342149e-12 1.816508706201928980e-17 4.102233265372787012e-10 1.804944942906690736e-13 1.532776078854892272e-22 1.089136807196517485e-15 9.264293059683270318e-25
3.000000000000000415e-05 5.999999978702483882e-07 4.078925794943991658e-12 -1.054063185900165396e-17 4.102315306744088637e-10 1.846241355305915495e-13 1.557903227251169506e-22 1.114058379401315609e-15 9.396040039249913552e-25
4.000000000000000327e-05 7.999999972283117546e-07 5.438567724080679846e-12 -1.143846697160051010e-17 4.102397348115291517e-10 1.804066192221632943e-13 1.539842632881410998e-22 1.088606008921889519e-15 9.360365602102379910e-25
5.000000000000000240e-05 1.000000006166779282e-06 6.798209651046241878e-12 4.740993028791573215e-17 4.102479389486364116e-10 1.804514804420239730e-13 1.520946309922811229e-22 1.088878955066430811e-15 9.226735840387568959e-25
