-1.000000000000000021e-02 2.308904792069076120e-07 2.326200549835354101e-05 -9.547048420609873898e-13 4.102164121425670372e-10 2.223056272775707437e-13 1.843719370641885494e-15 1.341416061421583096e-15 1.112470994457481802e-17
-8.000000000000000167e-03 1.477463461591530334e-07 1.861005079290950685e-05 -7.638559189909575563e-13 4.102129968328210751e-10 1.927584288408782508e-13 1.225526903337609731e-15 1.163130714128594759e-15 7.394576173034028087e-18
-6.000000000000000125e-03 8.308431733362400676e-08 1.395779845286959569e-05 -5.731247914302759008e-13 4.102103404905133344e-10 2.160838199328510925e-13 1.085342904519867374e-15 1.303874038181367451e-15 6.548795960335047351e-18
-4.000000000000000083e-03 3.690552186514167380e-08 9.305322913673497157e-06 -3.819440211377230608e-13 4.102084401502120206e-10 1.932797551131201651e-13 6.216361248932923506e-16 1.166278342729870906e-15 3.750841072479164203e-18
-2.000000000000000042e-03 9.210589413849414221e-09 4.652698615494637699e-06 -1.909755766058699633e-13 4.102072998492263162e-10 2.122513477615346831e-13 3.499252447052651147e-16 1.280751057788029251e-15 2.111392863612864479e-18
0.000000000000000000e+00 -1.496340008512782635e-14 -8.624838980536915750e-23 -9.015913466483117245e-17 4.102069182630016775e-10 1.602340411738707122e-13 1.346771435906050751e-22 9.668884524096607355e-16 8.174218191245615036e-25
2.000000000000000042e-03 9.273822257577883924e-09 -4.652698489891500765e-06 1.905049856416462337e-13 4.102072944341889386e-10 2.014745787348398064e-13 3.299395371170471555e-16 1.215719813200185836e-15 1.990795931566319033e-18
4.000000000000000083e-03 3.703204644219998734e-08 -9.305322411045853875e-06 3.813724605850654996e-13 4.102084287032890887e-10 2.013610612295796188e-13 6.539927637983941497e-16 1.215038867881455195e-15 3.946073994475828678e-18
6.000000000000000125e-03 8.327414451214617767e-08 -1.395779732164369118e-05 5.720931777802197265e-13 4.102103206653337835e-10 2.186059415201625943e-13 1.128014752192862819e-15 1.319089476781438433e-15 6.806272442815770425e-18
8.000000000000001901e-03 1.479994081600160364e-07 -1.861004878210244847e-05 7.628545532600228248e-13 4.102129707922249614e-10 2.166931013725691095e-13 1.428357890312298187e-15 1.307549353510853301e-15 8.618486563160358361e-18
1.000000000000000021e-02 2.312068468563332475e-07 -2.326200235600985595e-05 9.539255160767117930e-13 4.102163819872500433e-10 2.064194784344152734e-13 1.714037727654814304e-15 1.245561254060106389e-15 1.034222709458258390e-17
