-1.000000000000000021e-02 3.864714806215472200e-04 1.400000000005093170e+00
-9.600000000000000894e-03 1.535091559721952744e-03 8.000000000029103830e-01
-9.199999999999999845e-03 5.735708461669737114e-03 1.200000000004365575e+00
-8.800000000000000530e-03 1.586701013661431445e-02 2.400000000008731149e+00
-8.399999999999999481e-03 3.294482231093033564e-02 3.600000000013096724e+00
-8.000000000000000167e-03 6.128133951523013351e-02 4.400000000016007107e+00
-7.599999999999999985e-03 1.580975940688850445e-01 4.000000000014551915e-01
-7.199999999999999803e-03 5.090470874133387058e-01 4.000000000014551915e-01
-6.800000000000000488e-03 1.372204037807919663e+00 6.000000000021827873e-01
-6.399999999999999439e-03 3.691454603370451171e+00 1.000000000003637979e+00
-6.000000000000000125e-03 1.066245915064336991e+01 1.000000000003637979e+00
-5.599999999999999943e-03 3.197306245485621545e+01 8.000000000029103830e-01
-5.199999999999999761e-03 9.377558466970134532e+01 1.000000000003637979e+00
-4.799999999999999580e-03 2.024302439958309492e+02 1.000000000003637979e+00
-4.400000000000000265e-03 3.681314214036358976e+02 1.000000000003637979e+00
-4.000000000000000083e-03 5.900719702592695057e+02 8.000000000029103830e-01
-3.599999999999999901e-03 8.533785846301611855e+02 8.000000000029103830e-01
-3.199999999999999720e-03 1.110108305711133880e+03 1.000000000003637979e+00
-2.799999999999999538e-03 1.343497434290667798e+03 1.200000000004365575e+00
-2.400000000000000223e-03 1.520472063440267902e+03 1.000000000003637979e+00
-2.000000000000000042e-03 1.639231380234449944e+03 1.200000000004365575e+00
-1.599999999999998992e-03 1.725397727142154054e+03 1.200000000004365575e+00
-1.199999999999999678e-03 1.767154288032784962e+03 1.200000000004365575e+00
-8.000000000000003636e-04 1.782095723739850200e+03 1.200000000004365575e+00
-3.999999999999993144e-04 1.792708949363212923e+03 1.200000000004365575e+00
0.000000000000000000e+00 1.793966789072641177e+03 1.200000000004365575e+00
4.000000000000010492e-04 1.792925412457539323e+03 1.200000000004365575e+00
8.000000000000003636e-04 1.781857990835228520e+03 1.200000000004365575e+00
1.199999999999999678e-03 1.767066738179663616e+03 1.200000000004365575e+00
1.600000000000000727e-03 1.725543835576138918e+03 1.200000000004365575e+00
2.000000000000000042e-03 1.639088179915862838e+03 1.200000000004365575e+00
2.400000000000001091e-03 1.519262870173803094e+03 1.000000000003637979e+00
2.800000000000000405e-03 1.344773055710514654e+03 1.200000000004365575e+00
3.199999999999999720e-03 1.108593553774924203e+03 1.000000000003637979e+00
3.600000000000000769e-03 8.533379128319231768e+02 8.000000000029103830e-01
4.000000000000000083e-03 5.928053770765254740e+02 8.000000000029103830e-01
4.400000000000001132e-03 3.691552633746361494e+02 1.000000000003637979e+00
4.800000000000000447e-03 2.030027177068726587e+02 1.000000000003637979e+00
5.199999999999999761e-03 9.395392545464815726e+01 1.000000000003637979e+00
5.600000000000000810e-03 3.156664077491013742e+01 8.000000000029103830e-01
6.000000000000000125e-03 1.070645378695902394e+01 1.000000000003637979e+00
6.400000000000001174e-03 3.724034963013556077e+00 1.000000000003637979e+00
6.800000000000002223e-03 1.360089131821783814e+00 6.000000000021827873e-01
7.199999999999999803e-03 5.047629380680364042e-01 4.000000000014551915e-01
7.600000000000000852e-03 1.563195562984223130e-01 4.000000000014551915e-01
8.000000000000001901e-03 6.170703306430871254e-02 4.400000000016007107e+00
8.399999999999999481e-03 3.292268119570739004e-02 3.600000000013096724e+00
8.800000000000000530e-03 1.587653494007018606e-02 2.400000000008731149e+00
9.200000000000001579e-03 5.721170979148130012e-03 1.200000000004365575e+00
9.599999999999999159e-03 1.537499642318522920e-03 4.000000000014551915e-01
1.000000000000000021e-02 3.878536205542571381e-04 1.400000000005093170e+00
