7.93512E+04  2.33996E+00  1.84905E+01  -6.00000E+00
7.60664E+04  3.93797E-15  6.43119E+01  -6.00000E+00
1.39871E+05  3.93797E-15  6.43119E+01  -6.00000E+00
1.04510E+05  3.93797E-15  6.43119E+01  -6.00000E+00
5.94805E+04  3.93797E-15  6.43119E+01  -6.00000E+00
8.67017E+04  -6.16966E+00  8.49742E+00  -6.00000E+00
6.70441E+04  7.38095E+00  1.12879E+00  -6.00000E+00
7.34108E+04  1.33961E+03  2.83069E+03  -6.00000E+00
1.49313E+05  3.93797E-15  6.43119E+01  -6.00000E+00
8.50157E+04  3.67577E+00  -5.03515E+00  -6.00000E+00
6.78500E+04  -1.15882E+00  8.34287E+00  -6.00000E+00
1.05506E+05  3.93797E-15  6.43119E+01  -6.00000E+00
6.79103E+04  3.93797E-15  6.43119E+01  -6.00000E+00
1.26935E+05  3.93797E-15  6.43119E+01  -6.00000E+00
5.47312E+04  3.93797E-15  6.43119E+01  -6.00000E+00
4.49373E+04  -3.17367E+00  -1.99412E-01  -6.00000E+00
8.10890E+04  -7.22167E+00  -5.87814E+00  -6.00000E+00
1.28885E+05  3.93797E-15  6.43119E+01  -6.00000E+00
6.58200E+04  -1.58046E+01  5.53259E+00  -6.00000E+00
1.07852E+05  8.01906E+00  8.15515E-01  -6.00000E+00
5.78173E+04  2.42333E+01  3.81457E+01  -6.00000E+00
5.70899E+04  2.60854E+01  2.38553E+01  -6.00000E+00
8.69063E+04  3.93797E-15  6.43119E+01  -6.00000E+00
6.55362E+04  1.11767E+01  8.57008E+00  -6.00000E+00
6.59940E+04  -5.08940E+01  -8.38303E+00  -6.00000E+00
7.62757E+04  -1.89818E+01  1.03870E+01  -6.00000E+00
6.28765E+04  -3.63427E+00  4.38220E+00  -6.00000E+00
7.98049E+04  -9.72959E+01  -6.23295E+01  -6.00000E+00
1.20448E+05  3.93797E-15  6.43119E+01  -6.00000E+00
5.45546E+04  3.93797E-15  6.43119E+01  -6.00000E+00
6.28047E+04  -1.32642E+01  -3.60740E+00  -6.00000E+00
8.39200E+04  3.93797E-15  6.43119E+01  -6.00000E+00
7.04684E+04  3.93797E-15  6.43119E+01  -6.00000E+00
1.39279E+05  3.93797E-15  6.43119E+01  -6.00000E+00
8.95160E+04  3.93797E-15  6.43119E+01  -6.00000E+00
7.31660E+04  1.05984E+02  6.55840E+00  -6.00000E+00
6.68072E+04  3.93797E-15  6.43119E+01  -6.00000E+00
9.67255E+04  3.88009E+00  2.72652E+00  -6.00000E+00
1.14882E+05  3.93797E-15  6.43119E+01  -6.00000E+00
8.42860E+04  2.41237E+01  -6.39917E+00  -6.00000E+00
9.36825E+04  3.93797E-15  6.43119E+01  -6.00000E+00
5.70775E+04  -2.54598E+01  2.29577E+01  -6.00000E+00
5.84715E+04  3.93797E-15  6.43119E+01  -6.00000E+00
9.32787E+04  3.93797E-15  6.43119E+01  -6.00000E+00
7.42190E+04  3.93797E-15  6.43119E+01  -6.00000E+00
9.35453E+04  3.93797E-15  6.43119E+01  -6.00000E+00
7.21557E+04  6.13955E+00  6.62627E+00  -6.00000E+00
4.54530E+04  -6.40741E+00  -3.64225E+00  -6.00000E+00
4.70154E+04  6.15701E+01  1.22483E+01  -6.00000E+00
6.81735E+04  -8.87231E+01  -1.97978E+01  -6.00000E+00
9.89334E+04  3.93797E-15  6.43119E+01  -6.00000E+00
1.00552E+05  3.93797E-15  6.43119E+01  -6.00000E+00
7.00451E+04  -2.36106E+01  -3.64284E+01  -6.00000E+00
6.25360E+04  3.93797E-15  6.43119E+01  -6.00000E+00
1.13005E+05  3.93797E-15  6.43119E+01  -6.00000E+00
8.62075E+04  4.90409E+01  -2.73691E+01  -6.00000E+00
7.82382E+04  -7.81753E+00  -4.78805E+00  -6.00000E+00
9.20040E+04  3.93797E-15  6.43119E+01  -6.00000E+00
1.26645E+05  3.93797E-15  6.43119E+01  -6.00000E+00
1.09439E+05  7.81172E-01  1.10541E+01  -6.00000E+00
1.22174E+05  2.74677E+00  1.71112E+01  -6.00000E+00
1.43511E+05  3.93797E-15  6.43119E+01  -6.00000E+00
1.14778E+05  3.93797E-15  6.43119E+01  -6.00000E+00
6.62798E+04  -6.89393E+00  1.27524E+00  -6.00000E+00
9.80276E+04  3.93797E-15  6.43119E+01  -6.00000E+00
8.07693E+04  3.93797E-15  6.43119E+01  -6.00000E+00
7.95182E+04  -1.02695E+00  3.31033E+00  -6.00000E+00
